exam,year,shift,question_text,question_length,subject,topic,bloom_level,difficulty
GATE,2023,Shift 1,GATE 2023 Computer Science and Information Technology (CS) Q.22 Which one or more of the following need to be saved on a context switch from one thread (T1) of a process to another thread (T2) of the same process? (A)   Page table base register (B)   Stack pointer (C)   Program counter (D)   General purpose registers CS Page 13 of 83,59,Computer Science,Programming,Understand,Hard
GATE,2023,Shift 1,GATE 2023 Computer Science and Information Technology (CS) Q.23 Which one or more of the following options guarantee that a computer system will transition from user mode to kernel mode? (A)   Function Call (B)   malloc Call (C)   Page Fault (D)   System Call CS Page 14 of 83,47,Computer Science,Programming,Understand,Hard
GATE,2023,Shift 1,GATE 2023 Computer Science and Information Technology (CS) Q.24 Which of the following statements is/are CORRECT? The intersection of two regular languages is regular. The intersection of two context-free languages is context-free. The intersection of two recursive languages is recursive. The intersection of two recursively enumerable languages is recursively enumerable. CS Page 15 of 83,55,Computer Science,Programming,Understand,Hard
GATE,2023,Shift 1,GATE 2023 Computer Science and Information Technology (CS) Q.25 Which of the following statements is/are INCORRECT about the OSPF (Open Shortest Path First) routing protocol used in the Internet? (A)   OSPF implements Bellman-Ford algorithm to find shortest paths. (B)   OSPF uses Dijkstra’s shortest path algorithm to implement least-cost path routing. (C)   OSPF is used as an inter-domain routing protocol. (D)   OSPF implements hierarchical routing. CS Page 16 of 83,69,Computer Science,Algorithms,Understand,Hard
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.26 Geetha has a conjecture about integers, which is of the form Var (Pw) = AyQe, u)); where P is a statement about integers, and Q is a statement about pairs of integers. Which of the following (one or more) option(s) would zmply Geetha’s conjecture? (A)   3x (P(e) A vyQ@le,y)) VaVyQ(x,y) CS Page 17 of 83",64,Computer Science,Compiler Design,Understand,Hard
GATE,2023,Shift 1,GATE 2023 Computer Science and Information Technology (CS) Q.27 Which one or more of the following CPU scheduling algorithms can potentially cause starvation? First-in First-Out Round Robin Priority Scheduling Shortest Job First CS Page 18 of 83,37,Computer Science,Operating Systems,Understand,Hard
GATE,2023,Shift 1,GATE 2023 Computer Science and Information Technology (CS) Q.28 Let f(x) =a? + 15x?   332   36 be a real-valued function. Which of the following statements is/are TRUE? (A)   f(x) does not have a local maximum. (B)   f(z) has a local maximum. (C)   f(x) does not have a local minimum. (D)   f(z) has a local minimum. CS Page 19 of 83,60,Computer Science,Programming,Understand,Hard
GATE,2023,Shift 1,GATE 2023 Computer Science and Information Technology (CS) Q.29 Let f and g be functions of natural numbers given by f(n) = n and g(n) = n?. Which of the following statements is/are TRUE? (A)   f € Oy) (B)   fe Q@) (C)   f € oly) (D)   f € Oy) CS Page 20 of 83,54,Computer Science,Programming,Understand,Hard
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.30 Let A be the adjacency matrix of the graph with vertices {1, 2,3, 4,5}. Let Ay, A2, A3, Aa, and As be the five eigenvalues of A. Note that these eigenvalues need not be distinct. The value of Ay + Ap +A3 + Ag + A5 = CS Page 21 of 83",61,Computer Science,Data Structures,Understand,Hard
GATE,2023,Shift 1,GATE 2023 Computer Science and Information Technology (CS) Q.31 The value of the definite integral 3 p2 pl / / / (4a°y   2°) dz dy dx  3J-2J-1 is  . (Rounded off to the nearest integer) CS Page 22 of 83,40,Computer Science,General,Understand,Hard
GATE,2023,Shift 1,"GATR Computer Science and Information Technology (CS) Q.4 A survey for a certain year found that 90% of pregnant women received medical care at least once before giving birth. Of these women, 60% received medical care from doctors, while 40% received medical care from other healthcare providers. Given this information, which one of the following statements can be inferred with certainty? (A) More than half of the pregnant women received medical care at least once from a doctor. (B) Less than half of the pregnant women received medical care at least once from a doctor. (C) More than half of the pregnant women received medical care at most once from a doctor. (D) Less than half of the pregnant women received medical care at most once from a doctor. Q.5 Looking at the surface of a smooth 3-dimensional object from the outside, which one of the following options is TRUE? (A) The surface of the object must be concave everywhere. (B) The surface of the object must be convex everywhere. (C) The surface of the object may be concave in some places and convex in other places. (D) The object can have edges, but no corners. Page 3 of 7 Organizing Institute: IIT Kanpur",204,Computer Science,Compiler Design,Understand,Hard
GATE,2023,Shift 1,GATE 2023 Computer Science and Information Technology (CS) Q.32 A particular number is written as 132 in radix-4 representation. The same number in radix-5 representation is CS Page 23 of 83,31,Computer Science,General,Understand,Medium
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.33 Consider a 3-stage pipelined processor having a delay of 10 ns (nanoseconds), 20 ns, and 14 ns, for the first, second, and the third stages, respectively. Assume that there is no other delay and the processor does not suffer from any pipeline hazards. Also assume that one instruction is fetched every cycle. The total execution time for executing 100 instructions on this processor is ns. CS Page 24 of 83",79,Computer Science,Operating Systems,Understand,Hard
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.34 A keyboard connected to a computer is used at a rate of 1 keystroke per second. The computer system polls the keyboard every 10 ms (milli seconds) to check for a keystroke and consumes 100 ys (micro seconds) for each poll. If it is determined after polling that a key has been pressed, the system consumes an additional 200 ps to process the keystroke. Let TJ) denote the fraction of a second spent in polling and processing a keystroke. In an alternative implementation, the system uses interrupts instead of polling. An interrupt is raised for every keystroke. It takes a total of 1 ms for servicing an interrupt and processing a keystroke. Let 7) denote the fraction of a second spent in servicing the interrupt and processing a keystroke. T: The ratio   is  . (Rounded off to one decimal place) 2 CS Page 25 of 83",155,Computer Science,Operating Systems,Apply,Hard
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.35 The integer value printed by the ANSI-C program given below is #include<stdio.h> int funcp(){ static int x = 1; xXt+; return x; } int main()f int x,y; x = funcp(); y = funcp()+x; printf(""/d\n"", (xty)); return 0; CS Page 26 of 83",51,Computer Science,Programming,Understand,Hard
GATE,2023,Shift 1,GATE 2023 Computer Science and Information Technology (CS) Q.36   Q.65 Carry TWO mark each. CS Page 27 of 83,19,Computer Science,General,Understand,Easy
GATE,2023,Shift 1,GATE 2023 Computer Science and Information Technology (CS) Q.36 Consider the following program: int main() int f10 int £2(int X) int £30) { { { { f1(); return(1); £30); return(5); £2(2) ; } if (X==1) } £3(); return f1(); return (0) ; else } return (X*f2(X-1)); Which one of the following options represents the activation tree corresponding to the main function? main abs “™ B f2 oN (A) B fl main Ys (  6 A main “  fl (c)  8 fi main io2: CS Page 28 of 83,88,Computer Science,Programming,Understand,Hard
GATE,2023,Shift 1,GATE 2023 Computer Science and Information Technology (CS) CS Page 29 of 83,13,Computer Science,General,Understand,Easy
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.37 Consider the control flow graph shown. ENTRY BI i=m-il =n a = 10 B3 a= EXIT Which one of the following choices correctly lists the set of ¢ve variables at the exit point of each basic block? (A)   Bl: {}, B2: {a}, B3: {a}, B4: {a} (B)   Bl: {i, j}, B2: {a}, B38: {a}, B4: {i} (C)   Bl: {a, i, 5}, B2: {a, a, J}, B3: {a, a}, Ba: {a} (D)   Bh: {a, i, 4}, B2 {a, 5}, BS: {a, j}, BA fa, 4, 5} CS Page 30 of 83",99,Computer Science,Data Structures,Understand,Hard
GATE,2023,Shift 1,GATE 2023 Computer Science and Information Technology (CS) CS Page 31 of 83,13,Computer Science,General,Understand,Easy
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.38 Consider the two functions incr and decr shown below. incr (){ decr(){ wait(s) ; wait(s); X = X+1; X = X-1; signal (s) ; signal (s) ; } } There are 5 threads each invoking incr once, and 3 threads each invoking decr once, on the same shared variable X. The initial value of X is",65,Computer Science,Programming,Understand,Hard
GATE,2023,Shift 1,"Suppose there are two implementations of the semaphore s, as follows: I-1: s is a binary semaphore initialized to",19,Computer Science,Operating Systems,Understand,Easy
GATE,2023,Shift 1,"Let V1, V2 be the values of X at the end of execution of all the threads with implementations I-1, I-2, respectively. Which one of the following choices corresponds to the minimum possible values of V1, V2, respectively? (A)   15, 7 (B)   7, 7 (C)   12,7 (D)  ) 12, 8 CS Page 32 of 83",55,Computer Science,Operating Systems,Understand,Hard
GATE,2023,Shift 1,"GATR Computer Science and Information Technology (CS) Q.6   Q.10 Carry TWO marks Each Q.6 The country of Zombieland is in distress since more than 75% of its working population is suffering from serious health issues. Studies conducted by competent health experts concluded that a complete lack of physical exercise among its working population was one of the leading causes of their health issues. As one of the measures to address the problem, the Government of Zombieland has decided to provide monetary incentives to those who ride bicycles to work. Based only on the information provided above, which one of the following statements can be logically inferred with certainty? (A) All the working population of Zombieland will henceforth ride bicycles to work. (B) Riding bicycles will ensure that all of the working population of Zombieland is free of health issues. (C) The health experts suggested to the Government of Zombieland to declare riding bicycles as mandatory. (D) The Government of Zombieland believes that riding bicycles is a form of physical exercise. Page 4of7 Organizing Institute: IIT Kanpur",176,Computer Science,Programming,Understand,Hard
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.39 Consider the context-free grammar G below S + aSb X X + aX  Xblalb, where S and X are non-terminals, and a and 6 are terminal symbols. The starting non-terminal is S. Which one of the following statements is CORRECT? (A)   The language generated by G is (a + b)* (B)   The language generated by G is a*(a + b)b* (C)   The language generated by G is a*b*(a + b) (D)   The language generated by G is not a regular language CS Page 33 of 83",95,Computer Science,Programming,Understand,Hard
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.40 Consider the pushdown automaton (PDA) P below, which runs on the input alpha- bet {a,b}, has stack alphabet {, A}, and has three states {s,p,q}, with s being the start state. A transition from state u to state v, labelled c/X/ 7, where c is an input symbol or «, X is a stack symbol, and y is a string of stack symbols, represents the fact that in state u, the PDA can read c from the input, with X on the top of its stack, pop X from the stack, push in the string y on the stack, and go to state v. In the initial configuration, the stack has only the symbol in it. The PDA accepts by empty stack. a/L/AL a/A/AA b/A/e b/A/e é/A/e é/A/e D) O e/A/e e/L/e Which one of the following options correctly describes the language accepted by P? (A)   {a™b""   1 <m and n< m} (B)   {amb   0<n<m} (C)   {a™b""  0< mand 0 <n} (D)   {a™   0 <m}U{o""   0 <n} CS Page 34 of 83",181,Computer Science,Data Structures,Understand,Hard
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.41 Consider the given C-code and its corresponding assembly code, with a few operands U1-U4 being unknown. Some useful information as well as the semantics of each unique assembly instruction is annotated as inline comments in the code. The memory is byte-addressable. //C-code ;assembly-code (; indicates comments) ;ri-r5 are 32-bit integer registers j;initialize ri=0, r2=10 j;initialize r3, r4 with base address of a, b int a[10], b[l10], i; LO1: jeq ri, r2, end ;if(ri==r2) goto end // int is 32-bit LO2: lw r5, O(r4) ;r5 <- Memory [r4+0] for (i=0; i<10;i++) LO3: shl r5, r5, U1 ;r5 <- r5 << Ul ali] = bli] * 8; LO4: sw r5, O(r3) ;Memory[r3+0] <- r5 LO5: add r3, r3, U2 3r3 <- r3+U2 LO6: add r4, r4, U3 LO7: add ri, ri, 1 LO8: jmp U4 ;goto U4 LO9: end Which one of the following options is a CORRECT replacement for operands in the position (U1, U2, U3, U4) in the above assembly code? (A)   (8, 4, 1, Lo2) (B)   (3, 4, 4, Lot) (C)   (8, 1, 1, Loz) (D)   (3, 1, 1, Lot) CS Page 35 of 83",195,Computer Science,Computer Networks,Understand,Hard
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.42 A 4 kilobyte (KB) byte-addressable memory is realized using four 1 KB memory blocks. Two input address lines ([A4 and IA3) are connected to the chip select (CS) port of these memory blocks through a decoder as shown in the figure. The remaining ten input address lines from IA11 IAO are connected to the address port of these blocks. The chip select (CS) is active high. 1KB memory IKB memory 1KB memory 1KB memory The input memory addresses (IA11-IAQ), in decimal, for the starting locations (Addr=0) of each block (indicated as X1, X2, X3, X4 in the figure) are among the options given below. Which one of the following options is CORRECT? (0, 1, 2, 3) (0, 1024, 2048, 3072) (0, 8, 16, 24) (0, 0, 0, 0) CS Page 36 of 83",142,Computer Science,Computer Networks,Understand,Hard
GATE,2023,Shift 1,GATE 2023 Computer Science and Information Technology (CS) CS Page 37 of 83,13,Computer Science,General,Understand,Easy
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.43 Consider a sequential digital circuit consisting of T flip-flops and D flip-flops as shown in the figure. CLKIN is the clock input to the circuit. At the beginning, Q1, Q2 and Q3 have values 0, 1 and 1, respectively. Which one of the given values of (Q1, Q2, Q3) can NEVER be obtained with this digital circuit? (A)   (0, 0, 1) (B)   (1, 0, 0) (C)   (1, 0, 1) (D)   G1, 1) CS Page 38 of 83",86,Computer Science,Computer Networks,Understand,Hard
GATE,2023,Shift 1,GATE 2023 Computer Science and Information Technology (CS) Q.44 A Boolean digital circuit is composed using two 4-input multiplexers (M1 and M2) and one 2-input multiplexer (M3) as shown in the figure. X0 X7 are the inputs of the multiplexers M1 and M2 and could be connected to either 0 or,51,Computer Science,Computer Networks,Understand,Hard
GATE,2023,Shift 1,"The select lines of the multiplexers are connected to Boolean variables A, B and C as shown. Multiplexer X0 0 Ml Xi 1 Q X2 2 Multiplexer X3 3 siso 0 A M3 C «    Multiplexer X4e 0 lis X5 ) Q X6 2 x7 3 siso on C Which one of the following set of values of (X0, X1, X2, X83, X4, X5, X6, X7) will realise the Boolean function A + A.C + A.B.C? (A)   (1, 1, 0, 0, 1, 1, 1, 0) (B)   (1, 1, 0, 0, 1, 1, 0, 1) (C)   (1, 1, 0, 1, 1, 1, 0, 0) (D)   (0, 0, 1, 1, 0, 1, 1, 1) CS Page 39 of 83",117,Computer Science,Programming,Understand,Hard
GATE,2023,Shift 1,GATE 2023 Computer Science and Information Technology (CS) CS Page 40 of 83,13,Computer Science,General,Understand,Easy
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.45 Consider the IEEE-754 single precision floating point numbers P=0xC1800000 and Q=0x3F5C2EF4. Which one of the following corresponds to the product of these numbers (i.e., P x Q), represented in the IEEE-754 single precision format? (A)   0x404C2EF4 (B)   0x405C2EF4 (C)   OxC15C2EF4 (D)   0xC14C2EF4 CS Page 41 of 83",56,Computer Science,Compiler Design,Understand,Hard
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.46 Let A be a priority queue for maintaining a set of elements. Suppose A is implemented using a max-heap data structure. The operation EXTRACT-MAx(A) extracts and deletes the maximum element from A. The operation INSERT(A,key) inserts a new element key in A. The properties of a max-heap are preserved at the end of each of these operations. When A contains n elements, which one of the following statements about the worst case running time of these two operations is TRUE? Both EXTRACT-MAXx(A) and INSERT(A,key) run in O(1). Both EXTRACT-MAXx(A) and INSERT(A,key) run in O(log(n)). EXTRACT-MAXx(A) runs in O(1) whereas INSERT(A,key) runs in O(n). EXTRACT-MAX(A) runs in O(1) whereas INSERT(A,key) runs in O(log(n)). CS Page 42 of 83",126,Computer Science,Programming,Understand,Hard
GATE,2023,Shift 1,"GATR Computer Science and Information Technology (CS) Q.7 Consider two functions of time (¢), f(t) = 0.01 t? g(t) =4t where 0 <t <0, Now consider the following two statements: (i) For some t > 0, g(t) > f(t). (ii) There exists a T, such that f(t) > g(t) for all t > T. Which one of the following options is TRUE? (A) only (i) is correct (B) only (ii) is correct (C) both (i) and (ii) are correct (D) neither (1) nor (11) is correct Page 5 of 7 Organizing Institute: IIT Kanpur",94,Computer Science,Programming,Understand,Hard
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.47 Consider the C function foo and the binary tree shown. typedef struct node { int val; (10) struct node *left, *right; } node; GS) a) int foo(node *p) { int retval; G) (3) if (p == NULL) return 0; else f{ retval = p->val + foo(p->left) + foo(p->right) ; printf(""%d "", retval); return retval; } } When foo is called with a pointer to the root node of the given binary tree, what will it print? (A)  3851311 10 (B)}3581011 13 (C)   3.8 16 13 24 50 (D)   316 8 50 24 13 CS Page 43 of 83",107,Computer Science,Programming,Understand,Hard
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.48 Let U = {1,2,...,n}, where n is a large positive integer greater than 1000. Let k be a positive integer less than n. Let A,B be subsets of U with  A] =  B  =k and AN B = g. We say that a permutation of U separates A from B if one of the following is true. - All members of A appear in the permutation before any of the members of B. - All members of B appear in the permutation before any of the members of A. How many permutations of U separate A from B? CS Page 44 of 83",112,Computer Science,Computer Networks,Understand,Hard
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.49 Let f : A > B be an onto (or surjective) function, where A and B are nonempty sets. Define an equivalence relation ~ on the set A as a, ~ dg if f(a) = flae), where a),@2 € A. Let € = {[x] : x © A} be the set of all the equivalence classes under ~. Define a new mapping F’': € > B as F( 2]) = f(x), for all the equivalence classes [a] in €. Which of the following statements is/are TRUE? F is NOT well-defined. F is an onto (or surjective) function. F is a one-to-one (or injective) function. F is a bijective function. CS Page 45 of 83",123,Computer Science,Programming,Remember,Hard
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.50 Suppose you are asked to design a new reliable byte-stream transport protocol like TCP. This protocol, named myTCP, runs over a 100 Mbps network with Round Trip Time of 150 milliseconds and the maximum segment lifetime of 2 minutes. Which of the following is/are valid lengths of the Sequence Number field in the myTCP header? (A)   30 bits (B)   32 bits (C)   34 bits (D)   36 bits CS Page 46 of 83",81,Computer Science,Computer Networks,Understand,Hard
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.51 Let X be aset and 2* denote the powerset of X. Define a binary operation A on 2* as follows: AAB =(A- B)U(B-A) . Let H = (2*,A). Which of the following statements about H is/are correct? (A)   H is a group. (B)   Every element in H has an inverse, but H is NOT a group. (C)   For every A € 2%, the inverse of A is the complement of A. (D)   For every A € 2%, the inverse of A is A. CS Page 47 of 83",97,Computer Science,Compiler Design,Remember,Hard
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.52 Suppose in a web browser, you click on the www.gate-2023.in URL. The browser cache is empty. The IP address for this URL is not cached in your local host, so a DNS lookup is triggered (by the local DNS server deployed on your local host) over the 3-tier DNS hierarchy in an iterative mode. No resource records are cached anywhere across all DNS servers. Let RTT denote the round trip time between your local host and DNS servers in the DNS hierarchy. The round trip time between the local host and the web server hosting www. gate-2023.in is also equal to RTT. The HTML file associated with the URL is small enough to have negligible transmission time and negligible rendering time by your web browser, which references 10 equally small objects on the same web server. Which of the following statements is/are CORRECT about the minimum elapsed time between clicking on the URL and your browser fully rendering it? 7 RTTs, in case of non-persistent HTTP with 5 parallel TCP connections. 5 RTTs, in case of persistent HTTP with pipelining. 9 RTTs, in case of non-persistent HTTP with 5 parallel TCP connections. 6 RTTs, in case of persistent HTTP with pipelining. CS Page 48 of 83",215,Computer Science,Computer Networks,Understand,Hard
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.53 Consider a random experiment where two fair coins are tossed. Let A be the event that denotes HEAD on both the throws, B be the event that denotes HEAD on the first throw, and C' be the event that denotes HEAD on the second throw. Which of the following statements is/are TRUE? (A)   A and B are independent. (B)   A and C are independent. (C)   B and C are independent. (D)   Prob(B C) = Prob(B) CS Page 49 of 83",89,Computer Science,Compiler Design,Understand,Hard
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.54 Consider functions Function 1 and Function 2 expressed in pseudocode as follows: Function 1 Function 2 while n > 1 do for 7 =1 to 100*n do fori =1 to ndo xr=x+1,; xr=x+1,; end for end for n=  n/2); end while Let fi(m) and fo(n) denote the number of times the statement “x = x + 1” is executed in Function 1 and Function 2, respectively. Which of the following statements is/are TRUE? (A)   filr) € O(fa(n)) (B)   film) € o(fe(n)) (C)   film) € w(fa(n)) (D)   film) € O(n) CS Page 50 of 83",103,Computer Science,Programming,Understand,Hard
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.55 Let G be a simple, finite, undirected graph with vertex set {v1,...,vn}. Let A(G) denote the maximum degree of G and let N = {1,2,...} denote the set of all possible colors. Color the vertices of G using the following greedy strategy: fori=1,...,n color(v;) <  min{y € N : no neighbour of 1; is colored 7} Which of the following statements is/are TRUE? (A)   This procedure results in a proper vertex coloring of G. (B)   The number of colors used is at most A(G) +",94,Computer Science,Data Structures,Understand,Hard
GATE,2023,Shift 1,(C)   The number of colors used is at most A(G). (D)   The number of colors used is equal to the chromatic number of G. CS Page 51 of 83,29,Computer Science,General,Understand,Medium
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.56 Let U = {1,2,3}. Let 2% denote the powerset of U. Consider an undirected graph G whose vertex set is 2”. For any A,B € 2"", (A,B) is an edge in G if and only if (i) A # B, and (ii) either A C B or B ¢ A. For any vertex A in G, the set of all possible orderings in which the vertices of G can be visited in a Breadth First Search (BFS) starting from A is denoted by B(A). If @ denotes the empty set, then the cardinality of B(@) is CS Page 52 of 83",110,Computer Science,Data Structures,Understand,Hard
GATE,2023,Shift 1,"GATR Computer Science and Information Technology (CS) Q.8 Which one of the following sentence sequences creates a coherent narrative? (i) Once on the terrace, on her way to her small room in the corner, she notices the man right away. (ii)   She begins to pant by the time she has climbed all the stairs. (iii) Mina has bought vegetables and rice at the market, so her bags are heavy. (iv) He was leaning against the parapet, watching the traffic below. (A)     (i), (ii), (iv), (iti) (B)   (ii), Gi), (@), (iv) (C)   (iv), Gi), (@), (i) (D)   (iii), (ii), (1), (iv) Q.9 f (x) and g(y)are functions of x and y, respectively, and f (x) = g(y) for all real values of x and y. Which one of the following options is necessarily TRUE for all x and y? (A) f(x)=0 and g(y)= 0 (B) f(x) =g(y)= constant (C) f(x)#constant and g(y)# constant (D)   F)+8()=f(*)-8) Page 6 of 7 Organizing Institute: IIT Kanpur",162,Computer Science,Programming,Understand,Hard
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.57 Consider the following two-dimensional array D in the C programming language, which is stored in row-major order: int D[128] [128]; Demand paging is used for allocating memory and each physical page frame holds 512 elements of the array D. The Least Recently Used (LRU) page-replacement policy is used by the operating system. A total of 30 physical page frames are allocated to a process which executes the following code snippet: for (int i = 0; i < 128; i++) for (int j = 0; j < 128; j++) D(jl] li] *= 10; The number of page faults generated during the execution of this code snippet is CS Page 53 of 83",120,Computer Science,Programming,Understand,Hard
GATE,2023,Shift 1,GATE 2023 Computer Science and Information Technology (CS) Q.58 Consider a computer system with 57-bit virtual addressing using multi-level tree-structured page tables with L levels for virtual to physical address translation. The page size is 4 KB (1 KB = 1024 B) and a page table entry at any of the levels occupies 8 bytes. The value of L is CS Page 54 of 83,65,Computer Science,Programming,Understand,Hard
GATE,2023,Shift 1,"GATE 2023 Computer Science and Information Technology (CS) Q.59 Consider a sequence a of elements dp = 1, a; = 5, a2 = 7, a3 = 8, a4 = 9, and as =",33,Computer Science,General,Understand,Medium
